door_state,sphone_signal,target,ts
0,0,normal,1554061222
1,1,normal,1554061222
0,0,normal,1554061223
1,1,normal,1554061223
0,0,normal,1554061224
1,1,normal,1554061224
0,0,normal,1554061225
1,1,normal,1554061225
0,0,normal,1554061226
1,1,normal,1554061226
0,0,normal,1554061227
1,1,normal,1554061227
0,0,normal,1554061228
1,1,normal,1554061228
0,0,normal,1554061229
1,1,normal,1554061229
0,0,normal,1554061230
1,1,normal,1554061230
0,0,normal,1554061231
1,1,normal,1554061231
0,0,normal,1554061232
1,1,normal,1554061232
0,0,normal,1554061233
1,1,normal,1554061233
0,0,normal,1554061234
1,1,normal,1554061234
0,0,normal,1554061235
1,1,normal,1554061235
0,0,normal,1554061236
1,1,normal,1554061236
0,0,normal,1554061237
1,1,normal,1554061237
0,0,normal,1554061238
1,1,normal,1554061238
0,0,normal,1554061239
1,1,normal,1554061239
0,0,normal,1554061240
1,1,normal,1554061240
1,1,normal,1554061241
0,0,normal,1554061241
1,1,normal,1554061242
0,0,normal,1554061242
0,0,normal,1554061243
1,1,normal,1554061243
0,0,normal,1554061244
1,1,normal,1554061244
0,0,normal,1554061245
1,1,normal,1554061245
0,0,normal,1554061246
1,1,normal,1554061246
0,0,normal,1554061247
1,1,normal,1554061247
0,0,normal,1554061248
1,1,normal,1554061248
0,0,normal,1554061249
1,1,normal,1554061249
0,0,normal,1554061250
1,1,normal,1554061250
0,0,normal,1554061251
1,1,normal,1554061251
0,0,normal,1554061252
1,1,normal,1554061252
0,0,normal,1554061253
1,1,normal,1554061253
0,0,normal,1554061254
1,1,normal,1554061254
0,0,normal,1554061255
1,1,normal,1554061255
0,0,normal,1554061256
1,1,normal,1554061256
1,1,normal,1554061257
0,0,normal,1554061257
0,0,normal,1554061258
1,1,normal,1554061258
0,0,normal,1554061259
1,1,normal,1554061259
1,1,normal,1554061260
0,0,normal,1554061260
0,0,normal,1554061261
1,1,normal,1554061261
0,0,normal,1554061262
1,1,normal,1554061262
0,0,normal,1554061263
1,1,normal,1554061263
0,0,normal,1554061264
1,1,normal,1554061264
1,1,normal,1554061265
0,0,normal,1554061265
0,0,normal,1554061266
1,1,normal,1554061266
0,0,normal,1554061267
1,1,normal,1554061267
0,0,normal,1554061268
1,1,normal,1554061268
0,0,normal,1554061269
1,1,normal,1554061269
0,0,normal,1554061270
1,1,normal,1554061270
0,0,normal,1554061271
0,0,normal,1554061272
1,1,normal,1554061272
0,0,normal,1554061273
1,1,normal,1554061273
0,0,normal,1554061274
1,1,normal,1554061274
0,0,normal,1554061275
1,1,normal,1554061275
0,0,normal,1554061276
1,1,normal,1554061276
0,0,normal,1554061277
1,1,normal,1554061277
1,1,normal,1554061278
0,0,normal,1554061278
0,0,normal,1554061279
1,1,normal,1554061279
0,0,normal,1554061280
1,1,normal,1554061280
0,0,normal,1554061281
1,1,normal,1554061281
0,0,normal,1554061282
1,1,normal,1554061282
0,0,normal,1554061283
1,1,normal,1554061283
0,0,normal,1554061284
1,1,normal,1554061284
0,0,normal,1554061285
1,1,normal,1554061285
0,0,normal,1554061286
1,1,normal,1554061286
0,0,normal,1554061287
1,1,normal,1554061287
0,0,normal,1554061288
1,1,normal,1554061288
0,0,normal,1554061289
1,1,normal,1554061289
0,0,normal,1554061290
1,1,normal,1554061290
0,0,normal,1554061291
1,1,normal,1554061291
0,0,normal,1554061292
1,1,normal,1554061292
0,0,normal,1554061293
1,1,normal,1554061293
0,0,normal,1554061294
1,1,normal,1554061294
1,1,normal,1554061295
0,0,normal,1554061295
0,0,normal,1554061296
1,1,normal,1554061296
0,0,normal,1554061297
1,1,normal,1554061297
0,0,normal,1554061298
1,1,normal,1554061298
0,0,normal,1554061299
1,1,normal,1554061299
0,0,normal,1554061300
1,1,normal,1554061300
1,1,normal,1554061301
0,0,normal,1554061301
0,0,normal,1554061302
1,1,normal,1554061302
0,0,normal,1554061303
1,1,normal,1554061303
0,0,normal,1554061304
1,1,normal,1554061304
0,0,normal,1554061305
1,1,normal,1554061305
0,0,normal,1554061306
1,1,normal,1554061306
0,0,normal,1554061307
1,1,normal,1554061307
0,0,normal,1554061308
1,1,normal,1554061308
0,0,normal,1554061309
1,1,normal,1554061309
0,0,normal,1554061310
1,1,normal,1554061310
0,0,normal,1554061311
1,1,normal,1554061311
0,0,normal,1554061312
1,1,normal,1554061312
0,0,normal,1554061313
1,1,normal,1554061313
0,0,normal,1554061314
1,1,normal,1554061314
0,0,normal,1554061315
1,1,normal,1554061315
0,0,normal,1554061316
1,1,normal,1554061316
0,0,normal,1554061317
1,1,normal,1554061317
1,1,normal,1554061318
0,0,normal,1554061318
0,0,normal,1554061319
1,1,normal,1554061319
0,0,normal,1554061320
1,1,normal,1554061320
0,0,normal,1554061321
1,1,normal,1554061321
0,0,normal,1554061322
1,1,normal,1554061322
0,0,normal,1554061323
1,1,normal,1554061323
0,0,normal,1554061324
1,1,normal,1554061324
0,0,normal,1554061325
1,1,normal,1554061325
0,0,normal,1554061326
1,1,normal,1554061326
0,0,normal,1554061327
1,1,normal,1554061327
0,0,normal,1554061328
1,1,normal,1554061328
0,0,normal,1554061329
1,1,normal,1554061329
0,0,normal,1554061330
1,1,normal,1554061330
1,1,normal,1554061331
0,0,normal,1554061331
1,1,normal,1554061332
0,0,normal,1554061332
0,0,normal,1554061333
1,1,normal,1554061333
1,1,normal,1554061334
0,0,normal,1554061334
0,0,normal,1554061335
1,1,normal,1554061335
0,0,normal,1554061336
1,1,normal,1554061336
1,1,normal,1554061337
0,0,normal,1554061337
0,0,normal,1554061338
1,1,normal,1554061338
0,0,normal,1554061339
1,1,normal,1554061339
0,0,normal,1554061340
1,1,normal,1554061340
0,0,normal,1554061341
1,1,normal,1554061341
0,0,normal,1554061342
1,1,normal,1554061342
0,0,normal,1554061343
1,1,normal,1554061343
0,0,normal,1554061344
1,1,normal,1554061344
0,0,normal,1554061345
1,1,normal,1554061345
0,0,normal,1554061346
1,1,normal,1554061346
0,0,normal,1554061347
1,1,normal,1554061347
0,0,normal,1554061348
1,1,normal,1554061348
0,0,normal,1554061349
1,1,normal,1554061349
1,1,normal,1554061350
0,0,normal,1554061350
0,0,normal,1554061351
1,1,normal,1554061351
0,0,normal,1554061352
1,1,normal,1554061352
0,0,normal,1554061353
1,1,normal,1554061353
1,1,normal,1554061354
0,0,normal,1554061354
0,0,normal,1554061355
1,1,normal,1554061355
0,0,normal,1554061356
1,1,normal,1554061356
1,1,normal,1554061357
0,0,normal,1554061357
0,0,normal,1554061358
1,1,normal,1554061358
0,0,normal,1554061359
1,1,normal,1554061359
0,0,normal,1554061360
1,1,normal,1554061360
0,0,normal,1554061361
1,1,normal,1554061361
0,0,normal,1554061362
1,1,normal,1554061362
0,0,normal,1554061363
1,1,normal,1554061363
0,0,normal,1554061364
1,1,normal,1554061364
0,0,normal,1554061365
1,1,normal,1554061365
0,0,normal,1554061366
1,1,normal,1554061366
1,1,normal,1554061367
0,0,normal,1554061367
0,0,normal,1554061368
1,1,normal,1554061368
0,0,normal,1554061369
1,1,normal,1554061369
0,0,normal,1554061370
1,1,normal,1554061370
0,0,normal,1554061371
1,1,normal,1554061371
0,0,normal,1554061372
1,1,normal,1554061372
0,0,normal,1554061373
1,1,normal,1554061373
0,0,normal,1554061374
1,1,normal,1554061374
0,0,normal,1554061375
1,1,normal,1554061375
0,0,normal,1554061376
1,1,normal,1554061376
0,0,normal,1554061377
1,1,normal,1554061377
0,0,normal,1554061378
1,1,normal,1554061378
0,0,normal,1554061379
1,1,normal,1554061379
0,0,normal,1554061380
1,1,normal,1554061380
0,0,normal,1554061381
1,1,normal,1554061381
0,0,normal,1554061382
1,1,normal,1554061382
0,0,normal,1554061383
1,1,normal,1554061383
0,0,normal,1554061384
1,1,normal,1554061384
0,0,normal,1554061385
1,1,normal,1554061385
0,0,normal,1554061386
1,1,normal,1554061386
0,0,normal,1554061387
1,1,normal,1554061387
0,0,normal,1554061388
1,1,normal,1554061388
0,0,normal,1554061389
1,1,normal,1554061389
0,0,normal,1554061390
1,1,normal,1554061390
0,0,normal,1554061391
1,1,normal,1554061391
0,0,normal,1554061392
1,1,normal,1554061392
0,0,normal,1554061393
1,1,normal,1554061393
0,0,normal,1554061394
1,1,normal,1554061394
0,0,normal,1554061395
1,1,normal,1554061395
0,0,normal,1554061396
1,1,normal,1554061396
0,0,normal,1554061397
1,1,normal,1554061397
0,0,normal,1554061398
1,1,normal,1554061398
0,0,normal,1554061399
1,1,normal,1554061399
0,0,normal,1554061400
1,1,normal,1554061400
0,0,normal,1554061401
1,1,normal,1554061401
0,0,normal,1554061402
1,1,normal,1554061402
0,0,normal,1554061403
1,1,normal,1554061403
0,0,normal,1554061404
1,1,normal,1554061404
0,0,normal,1554061405
1,1,normal,1554061405
0,0,normal,1554061406
1,1,normal,1554061406
0,0,normal,1554061407
1,1,normal,1554061407
1,1,normal,1554061408
0,0,normal,1554061408
0,0,normal,1554061409
1,1,normal,1554061409
0,0,normal,1554061410
1,1,normal,1554061410
0,0,normal,1554061411
1,1,normal,1554061411
0,0,normal,1554061412
1,1,normal,1554061412
0,0,normal,1554061413
1,1,normal,1554061413
0,0,normal,1554061414
1,1,normal,1554061414
0,0,normal,1554061415
1,1,normal,1554061415
0,0,normal,1554061416
1,1,normal,1554061416
0,0,normal,1554061417
1,1,normal,1554061417
0,0,normal,1554061418
1,1,normal,1554061418
0,0,normal,1554061419
1,1,normal,1554061419
0,0,normal,1554061420
1,1,normal,1554061420
0,0,normal,1554061421
1,1,normal,1554061421
0,0,normal,1554061422
1,1,normal,1554061422
0,0,normal,1554061423
1,1,normal,1554061423
0,0,normal,1554061424
1,1,normal,1554061424
0,0,normal,1554061425
1,1,normal,1554061425
0,0,normal,1554061426
1,1,normal,1554061426
0,0,normal,1554061427
1,1,normal,1554061427
0,0,normal,1554061428
1,1,normal,1554061428
0,0,normal,1554061429
1,1,normal,1554061429
0,0,normal,1554061430
1,1,normal,1554061430
0,0,normal,1554061431
1,1,normal,1554061431
0,0,normal,1554061432
1,1,normal,1554061432
0,0,normal,1554061433
1,1,normal,1554061433
0,0,normal,1554061434
1,1,normal,1554061434
0,0,normal,1554061435
1,1,normal,1554061435
0,0,normal,1554061436
1,1,normal,1554061436
0,0,normal,1554061437
1,1,normal,1554061437
0,0,normal,1554061438
1,1,normal,1554061438
0,0,normal,1554061439
1,1,normal,1554061439
1,1,normal,1554061440
0,0,normal,1554061440
0,0,normal,1554061441
1,1,normal,1554061441
0,0,normal,1554061442
1,1,normal,1554061442
0,0,normal,1554061443
1,1,normal,1554061443
0,0,normal,1554061444
1,1,normal,1554061444
0,0,normal,1554061445
1,1,normal,1554061445
0,0,normal,1554061446
1,1,normal,1554061446
0,0,normal,1554061447
1,1,normal,1554061447
0,0,normal,1554061448
1,1,normal,1554061448
0,0,normal,1554061449
1,1,normal,1554061449
0,0,normal,1554061450
1,1,normal,1554061450
0,0,normal,1554061451
1,1,normal,1554061451
1,1,normal,1554061452
0,0,normal,1554061452
0,0,normal,1554061453
1,1,normal,1554061453
0,0,normal,1554061454
1,1,normal,1554061454
0,0,normal,1554061455
1,1,normal,1554061455
0,0,normal,1554061456
1,1,normal,1554061456
0,0,normal,1554061457
1,1,normal,1554061457
0,0,normal,1554061458
1,1,normal,1554061458
0,0,normal,1554061459
1,1,normal,1554061459
0,0,normal,1554061460
1,1,normal,1554061460
0,0,normal,1554061461
1,1,normal,1554061461
0,0,normal,1554061462
1,1,normal,1554061462
0,0,normal,1554061463
1,1,normal,1554061463
0,0,normal,1554061464
1,1,normal,1554061464
0,0,normal,1554061465
1,1,normal,1554061465
0,0,normal,1554061466
1,1,normal,1554061466
1,1,normal,1554061467
0,0,normal,1554061467
0,0,normal,1554061468
1,1,normal,1554061468
0,0,normal,1554061469
1,1,normal,1554061469
0,0,normal,1554061470
1,1,normal,1554061470
0,0,normal,1554061471
1,1,normal,1554061471
0,0,normal,1554061472
1,1,normal,1554061472
1,1,normal,1554061473
0,0,normal,1554061473
0,0,normal,1554061474
1,1,normal,1554061474
1,1,normal,1554061475
0,0,normal,1554061475
0,0,normal,1554061476
1,1,normal,1554061476
0,0,normal,1554061477
1,1,normal,1554061477
0,0,normal,1554061478
1,1,normal,1554061478
1,1,normal,1554061479
0,0,normal,1554061479
0,0,normal,1554061480
1,1,normal,1554061480
0,0,normal,1554061481
1,1,normal,1554061481
0,0,normal,1554061482
1,1,normal,1554061482
0,0,normal,1554061483
1,1,normal,1554061483
0,0,normal,1554061484
1,1,normal,1554061484
0,0,normal,1554061485
1,1,normal,1554061485
0,0,normal,1554061486
1,1,normal,1554061486
1,1,normal,1554061487
0,0,normal,1554061487
0,0,normal,1554061488
1,1,normal,1554061488
0,0,normal,1554061489
1,1,normal,1554061489
0,0,normal,1554061490
1,1,normal,1554061490
0,0,normal,1554061491
1,1,normal,1554061491
0,0,normal,1554155783
0,0,normal,1554155788
0,0,normal,1554155793
0,0,normal,1554155798
0,0,normal,1554155803
0,0,normal,1554155808
1,1,normal,1554155813
0,0,normal,1554155813
1,1,normal,1554155818
0,0,normal,1554155818
0,0,normal,1554155823
0,0,normal,1554155828
0,0,normal,1554155833
0,0,normal,1554155838
0,0,normal,1554155843
0,0,normal,1554155848
0,0,normal,1554155853
0,0,normal,1554155858
0,0,normal,1554155863
0,0,normal,1554155868
0,0,normal,1554155873
0,0,normal,1554155878
1,1,normal,1554155883
0,0,normal,1554155888
0,0,normal,1554155893
0,0,normal,1554155898
0,0,normal,1554155903
0,0,normal,1554155908
0,0,normal,1554155913
0,0,normal,1554155918
0,0,normal,1554155923
0,0,normal,1554155928
0,0,normal,1554155933
0,0,normal,1554155938
0,0,normal,1554155943
0,0,normal,1554155948
1,1,normal,1554155948
0,0,normal,1554155953
0,0,normal,1554155958
0,0,normal,1554155963
0,0,normal,1554155968
0,0,normal,1554155973
0,0,normal,1554155978
0,0,normal,1554155983
0,0,normal,1554155988
0,0,normal,1554155993
0,0,normal,1554155998
1,1,normal,1554156003
0,0,normal,1554156003
0,0,normal,1554156008
0,0,normal,1554156013
0,0,normal,1554156018
0,0,normal,1554156023
0,0,normal,1554156028
0,0,normal,1554156033
0,0,normal,1554156038
0,0,normal,1554156043
0,0,normal,1554156048
1,1,normal,1554156048
1,1,normal,1554156053
0,0,normal,1554156053
0,0,normal,1554156058
0,0,normal,1554156063
1,1,normal,1554156063
0,0,normal,1554156068
0,0,normal,1554156073
0,0,normal,1554156078
0,0,normal,1554156083
1,1,normal,1554156083
0,0,normal,1554156088
0,0,normal,1554156093
1,1,normal,1554156093
0,0,normal,1554156098
1,1,normal,1554156098
0,0,normal,1554156103
0,0,normal,1554156108
0,0,normal,1554156113
0,0,normal,1554156118
0,0,normal,1554156123
0,0,normal,1554156128
0,0,normal,1554156133
0,0,normal,1554156138
1,1,normal,1554156143
0,0,normal,1554156143
0,0,normal,1554156148
0,0,normal,1554156153
0,0,normal,1554156158
0,0,normal,1554156163
0,0,normal,1554156168
0,0,normal,1554156173
0,0,normal,1554156178
0,0,normal,1554156183
0,0,normal,1554156188
1,1,normal,1554156188
1,1,normal,1554156193
0,0,normal,1554156193
0,0,normal,1554156198
0,0,normal,1554156203
0,0,normal,1554156208
0,0,normal,1554156213
1,1,normal,1554156213
0,0,normal,1554156218
0,0,normal,1554156223
0,0,normal,1554156228
0,0,normal,1554156233
0,0,normal,1554156238
0,0,normal,1554156243
1,1,normal,1554156248
0,0,normal,1554156248
0,0,normal,1554156253
0,0,normal,1554156258
0,0,normal,1554156263
1,1,normal,1554156268
0,0,normal,1554156273
0,0,normal,1554156278
1,1,normal,1554156278
0,0,normal,1554156283
0,0,normal,1554156288
0,0,normal,1554156293
1,1,normal,1554156298
0,0,normal,1554156298
0,0,normal,1554156303
0,0,normal,1554156308
0,0,normal,1554156313
0,0,normal,1554156318
0,0,normal,1554156323
0,0,normal,1554156328
0,0,normal,1554156333
0,0,normal,1554156338
0,0,normal,1554156343
1,1,normal,1554156343
0,0,normal,1554156348
0,0,normal,1554156353
0,0,normal,1554156358
0,0,normal,1554156363
0,0,normal,1554156368
0,0,normal,1554156373
1,1,normal,1554156373
0,0,normal,1554156378
0,0,normal,1554156383
1,1,normal,1554156388
0,0,normal,1554156388
0,0,normal,1554156393
1,1,normal,1554156398
0,0,normal,1554156398
0,0,normal,1554156403
0,0,normal,1554156408
0,0,normal,1554156413
0,0,normal,1554156418
0,0,normal,1554156423
0,0,normal,1554156428
0,0,normal,1554156433
0,0,normal,1554156438
0,0,normal,1554156443
0,0,normal,1554156448
1,1,normal,1554156453
0,0,normal,1554156453
0,0,normal,1554156458
0,0,normal,1554156463
0,0,normal,1554156468
0,0,normal,1554156473
0,0,normal,1554156478
0,0,normal,1554156483
0,0,normal,1554156488
0,0,normal,1554156493
1,1,normal,1554156498
0,0,normal,1554156498
0,0,normal,1554156503
0,0,normal,1554156508
0,0,normal,1554156513
0,0,normal,1554156518
0,0,normal,1554156523
0,0,normal,1554156528
0,0,normal,1554156533
0,0,normal,1554156538
0,0,normal,1554156543
0,0,normal,1554156548
0,0,normal,1554156553
0,0,normal,1554156558
1,1,normal,1554156558
0,0,normal,1554156563
0,0,normal,1554156568
1,1,normal,1554156568
0,0,normal,1554156573
0,0,normal,1554156578
0,0,normal,1554156583
0,0,normal,1554156588
0,0,normal,1554156593
0,0,normal,1554156598
0,0,normal,1554156603
0,0,normal,1554156608
0,0,normal,1554156613
0,0,normal,1554156618
1,1,normal,1554156623
0,0,normal,1554156623
0,0,normal,1554156628
0,0,normal,1554156633
0,0,normal,1554156638
0,0,normal,1554156643
0,0,normal,1554156648
1,1,normal,1554156648
0,0,normal,1554156653
0,0,normal,1554156658
0,0,normal,1554156663
0,0,normal,1554156668
0,0,normal,1554156673
0,0,normal,1554156678
0,0,normal,1554156683
0,0,normal,1554156688
0,0,normal,1554156693
0,0,normal,1554156698
0,0,normal,1554156703
0,0,normal,1554156708
0,0,normal,1554156713
0,0,normal,1554156718
0,0,normal,1554156723
0,0,normal,1554156728
0,0,normal,1554156733
0,0,normal,1554156738
0,0,normal,1554156743
0,0,normal,1554156748
0,0,normal,1554156753
1,1,normal,1554156758
0,0,normal,1554156758
0,0,normal,1554156763
1,1,normal,1554156768
0,0,normal,1554156768
0,0,normal,1554156773
0,0,normal,1554156778
0,0,normal,1554156783
1,1,normal,1554156788
0,0,normal,1554156788
0,0,normal,1554156793
0,0,normal,1554156798
0,0,normal,1554156803
0,0,normal,1554156808
0,0,normal,1554156813
0,0,normal,1554156818
0,0,normal,1554156823
0,0,normal,1554156828
1,1,normal,1554156833
0,0,normal,1554156833
0,0,normal,1554156838
0,0,normal,1554156843
0,0,normal,1554156848
1,1,normal,1554156848
0,0,normal,1554156853
0,0,normal,1554156858
0,0,normal,1554156863
0,0,normal,1554156868
